DATE,VVIX
8/7/2012,86.87
8/6/2012,84.47
8/3/2012,84.5
8/2/2012,89.63
8/1/2012,94.23
7/31/2012,96.11
7/30/2012,94.74
7/27/2012,93.08
7/26/2012,98.59
7/25/2012,106.53
7/24/2012,111.65
7/23/2012,107.32
7/20/2012,100.61
7/19/2012,93.73
7/18/2012,94.03
7/17/2012,93.49
7/16/2012,94.21
7/13/2012,91.1
7/12/2012,95.22
7/11/2012,96.25
7/10/2012,94.91
7/9/2012,92.85
7/6/2012,90.1
7/5/2012,89.43
7/3/2012,84.59
7/2/2012,85.61
6/29/2012,89.59
6/28/2012,97.21
6/27/2012,98.11
6/26/2012,100.66
6/25/2012,104.46
6/22/2012,104.13
6/21/2012,105.47
6/20/2012,96.41
6/19/2012,98.13
6/18/2012,99.3
6/15/2012,108.23
6/14/2012,107.78
6/13/2012,110.6
6/12/2012,103.22
6/11/2012,105.51
6/8/2012,96.6
6/7/2012,98.36
6/6/2012,97.71
6/5/2012,102.78
6/4/2012,107.04
6/1/2012,111.41
5/31/2012,108.75
5/30/2012,109.73
5/29/2012,100.98
5/25/2012,103.1
5/24/2012,104.52
5/23/2012,107.48
5/22/2012,110.48
5/21/2012,108.5
5/18/2012,117.44
5/17/2012,112.84
5/16/2012,109.22
5/15/2012,109.61
5/14/2012,105.85
5/11/2012,100.12
5/10/2012,98.65
5/9/2012,102.07
5/8/2012,91.33
5/7/2012,90.91
5/4/2012,91.31
5/3/2012,88.35
5/2/2012,86.29
5/1/2012,87.06
4/30/2012,89.32
4/27/2012,88.62
4/26/2012,89.65
4/25/2012,93.28
4/24/2012,99.84
4/23/2012,104.01
4/20/2012,101.08
4/19/2012,103.96
4/18/2012,106.06
4/17/2012,107.01
4/16/2012,110.97
4/13/2012,110.76
4/12/2012,104.27
4/11/2012,111.19
4/10/2012,109.13
4/9/2012,104.59
4/5/2012,99.47
4/4/2012,99.73
4/3/2012,98.37
4/2/2012,100.38
3/30/2012,100.28
3/29/2012,101.94
3/28/2012,102.74
3/27/2012,101.15
3/26/2012,96.08
3/23/2012,98.6
3/22/2012,102.53
3/21/2012,104.65
3/20/2012,109.38
3/19/2012,106.49
3/16/2012,105.78
3/15/2012,108.42
3/14/2012,106.63
3/13/2012,98.47
3/12/2012,98.61
3/9/2012,97.98
3/8/2012,97.19
3/7/2012,100.46
3/6/2012,105.11
3/5/2012,98.18
3/2/2012,96.94
3/1/2012,97.43
2/29/2012,101.6
2/28/2012,99.13
2/27/2012,101.68
2/24/2012,99.43
2/23/2012,94.44
2/22/2012,100.81
2/21/2012,107.71
2/17/2012,108.56
2/16/2012,110.41
2/15/2012,114.65
2/14/2012,107.82
2/13/2012,102.45
2/10/2012,104.15
2/9/2012,100.76
2/8/2012,97.01
2/7/2012,83.79
2/6/2012,85.38
2/3/2012,84.04
2/2/2012,84.1
2/1/2012,85.78
1/31/2012,88.51
1/30/2012,89.86
1/27/2012,87.44
1/26/2012,88.92
1/25/2012,86.01
1/24/2012,89.01
1/23/2012,89.59
1/20/2012,89.24
1/19/2012,88.73
1/18/2012,90.09
1/17/2012,93.66
1/13/2012,93.55
1/12/2012,90.51
1/11/2012,93.17
1/10/2012,88.82
1/9/2012,87.8
1/6/2012,86.95
1/5/2012,87.69
1/4/2012,88.89
1/3/2012,91.39
12/30/2011,91.7
12/29/2011,91.8
12/28/2011,94.08
12/27/2011,88.13
12/23/2011,86.54
12/22/2011,86.18
12/21/2011,85.54
12/20/2011,88.64
12/19/2011,90.27
12/16/2011,94.28
12/15/2011,97.71
12/14/2011,99.63
12/13/2011,94.55
12/12/2011,93.21
12/9/2011,90.92
12/8/2011,94.97
12/7/2011,92.84
12/6/2011,92.21
12/5/2011,92.97
12/2/2011,92.46
12/1/2011,90.88
11/30/2011,92.22
11/29/2011,95.47
11/28/2011,96.23
11/25/2011,98.98
11/23/2011,101.46
11/22/2011,98.53
11/21/2011,99.6
11/18/2011,101.92
11/17/2011,111.86
11/16/2011,111.18
11/15/2011,107.55
11/14/2011,112.35
11/11/2011,112.1
11/10/2011,113.54
11/9/2011,122.73
11/8/2011,98.05
11/7/2011,103.35
11/4/2011,103.34
11/3/2011,104.28
11/2/2011,107.4
11/1/2011,113.15
10/31/2011,104.84
10/28/2011,94.19
10/27/2011,94.44
10/26/2011,97.74
10/25/2011,97.75
10/24/2011,97.13
10/21/2011,98.05
10/20/2011,102.97
10/19/2011,103.29
10/18/2011,100.21
10/17/2011,103.55
10/14/2011,94.69
10/13/2011,95.1
10/12/2011,91.34
10/11/2011,90.98
10/10/2011,89.39
10/7/2011,92.57
10/6/2011,93.52
10/5/2011,94.66
10/4/2011,99.31
10/3/2011,103.89
9/30/2011,101.08
9/29/2011,101.05
9/28/2011,104.3
9/27/2011,100.31
9/26/2011,102.89
9/23/2011,104.77
9/22/2011,103.91
9/21/2011,98.58
9/20/2011,92.9
9/19/2011,95.95
9/16/2011,93.67
9/15/2011,96.69
9/14/2011,100.22
9/13/2011,96.14
9/12/2011,97.07
9/9/2011,99.07
9/8/2011,93.45
9/7/2011,93.3
9/6/2011,97.01
9/2/2011,91
9/1/2011,92.31
8/31/2011,94.16
8/30/2011,96.16
8/29/2011,96.51
8/26/2011,104.72
8/25/2011,112.4
8/24/2011,104.54
8/23/2011,103.43
8/22/2011,111.25
8/19/2011,111.58
8/18/2011,106.66
8/17/2011,104.62
8/16/2011,104.66
8/15/2011,109
8/12/2011,120.19
8/11/2011,128.76
8/10/2011,132.86
8/9/2011,112.8
8/8/2011,134.63
8/5/2011,118.61
8/4/2011,121.76
8/3/2011,98.58
8/2/2011,102.01
8/1/2011,95.89
7/29/2011,106.57
7/28/2011,105.62
7/27/2011,102.01
7/26/2011,93.35
7/25/2011,90.2
7/22/2011,82.45
7/21/2011,81.68
7/20/2011,86.06
7/19/2011,91.01
7/18/2011,97.81
7/15/2011,89.33
7/14/2011,95.72
7/13/2011,88.92
7/12/2011,88.39
7/11/2011,90.87
7/8/2011,80.82
7/7/2011,80.7
7/6/2011,82.69
7/5/2011,81.34
7/1/2011,78.64
6/30/2011,81.08
6/29/2011,85.9
6/28/2011,90.33
6/27/2011,94.29
6/24/2011,99.14
6/23/2011,93.09
6/22/2011,91.71
6/21/2011,90.55
6/20/2011,90.25
6/17/2011,95.31
6/16/2011,100.39
6/15/2011,105.07
6/14/2011,91.74
6/13/2011,98.35
6/10/2011,93.34
6/9/2011,85.65
6/8/2011,88.98
6/7/2011,83.72
6/6/2011,88.15
6/3/2011,85.54
6/2/2011,85.22
6/1/2011,87.59
5/31/2011,80.92
5/27/2011,81.46
5/26/2011,81.48
5/25/2011,85.29
5/24/2011,88.47
5/23/2011,92.08
5/20/2011,90.23
5/19/2011,87.53
5/18/2011,90.7
5/17/2011,93.64
5/16/2011,94.44
5/13/2011,93.86
5/12/2011,93.57
5/11/2011,96.25
5/10/2011,87.56
5/9/2011,90.86
5/6/2011,94.43
5/5/2011,95.08
5/4/2011,91.39
5/3/2011,90.62
5/2/2011,88.5
4/29/2011,83.98
4/28/2011,82.89
4/27/2011,83.21
4/26/2011,85.72
4/25/2011,87.68
4/21/2011,87.71
4/20/2011,86.21
4/19/2011,85.73
4/18/2011,89.11
4/15/2011,85.72
4/14/2011,86.07
4/13/2011,86.04
4/12/2011,85.36
4/11/2011,84.16
4/8/2011,83.43
4/7/2011,82.39
4/6/2011,83.22
4/5/2011,81.44
4/4/2011,81.84
4/1/2011,81.98
3/31/2011,82.51
3/30/2011,82.75
3/29/2011,84.96
3/28/2011,89.94
3/25/2011,84.53
3/24/2011,84.17
3/23/2011,84.77
3/22/2011,87.39
3/21/2011,89.17
3/18/2011,96.28
3/17/2011,101.45
3/16/2011,112.39
3/15/2011,89.68
3/14/2011,83.89
3/11/2011,83.21
3/10/2011,88.16
3/9/2011,84.89
3/8/2011,80.84
3/7/2011,84.32
3/4/2011,81.48
3/3/2011,82.36
3/2/2011,87.55
3/1/2011,89.28
2/28/2011,81.78
2/25/2011,86.17
2/24/2011,94.07
2/23/2011,99.04
2/22/2011,99.18
2/18/2011,85.47
2/17/2011,83.03
2/16/2011,83.05
2/15/2011,84.38
2/14/2011,82.67
2/11/2011,84.5
2/10/2011,83.73
2/9/2011,82.11
2/8/2011,78.93
2/7/2011,80.54
2/4/2011,81.11
2/3/2011,81.75
2/2/2011,83.16
2/1/2011,84.48
1/31/2011,86.08
1/28/2011,91.52
1/27/2011,77.04
1/26/2011,79.43
1/25/2011,82.67
1/24/2011,82.97
1/21/2011,85.41
1/20/2011,82.69
1/19/2011,83.7
1/18/2011,79.77
1/14/2011,75.94
1/13/2011,78.64
1/12/2011,77.94
1/11/2011,79.82
1/10/2011,81.65
1/7/2011,83.73
1/6/2011,84.6
1/5/2011,84.7
1/4/2011,85.25
1/3/2011,84.8
12/31/2010,86.36
12/30/2010,86.52
12/29/2010,85.71
12/28/2010,86.34
12/27/2010,87.44
12/23/2010,86.74
12/22/2010,86.03
12/21/2010,84.38
12/20/2010,84.09
12/17/2010,86.62
12/16/2010,81.32
12/15/2010,83.42
12/14/2010,81.67
12/13/2010,81.67
12/10/2010,79.36
12/9/2010,79.8
12/8/2010,81.8
12/7/2010,82.66
12/6/2010,82.6
12/3/2010,84.28
12/2/2010,87.74
12/1/2010,92.03
11/30/2010,95.73
11/29/2010,89.01
11/26/2010,90.55
11/24/2010,81.55
11/23/2010,87.44
11/22/2010,78.39
11/19/2010,84.73
11/18/2010,83.92
11/17/2010,89.25
11/16/2010,93.65
11/15/2010,88.13
11/12/2010,88.18
11/10/2010,83.07
11/9/2010,76.49
11/8/2010,73.67
11/5/2010,74.02
11/4/2010,70.78
11/3/2010,76.57
11/2/2010,80.18
11/1/2010,79.72
10/29/2010,77.46
10/28/2010,78.47
10/27/2010,80.42
10/26/2010,82.79
10/25/2010,82.02
10/22/2010,81.97
10/21/2010,83.59
10/20/2010,85.48
10/19/2010,91.53
10/18/2010,91.75
10/15/2010,89.82
10/14/2010,87.14
10/13/2010,88.72
10/12/2010,84.77
10/11/2010,84.75
10/8/2010,81.41
10/7/2010,80.7
10/6/2010,81.05
10/5/2010,82.62
10/4/2010,86.22
10/1/2010,84.08
9/30/2010,86.49
9/29/2010,83.35
9/28/2010,83.62
9/27/2010,82.62
9/24/2010,80
9/23/2010,83.02
9/22/2010,81.86
9/21/2010,80.97
9/20/2010,81.5
9/17/2010,85.45
9/16/2010,87.63
9/15/2010,88.4
9/14/2010,87.95
9/13/2010,87.33
9/10/2010,87.6
9/9/2010,87.97
9/8/2010,89.88
9/7/2010,78.98
9/3/2010,76.64
9/2/2010,79.05
9/1/2010,78.28
8/31/2010,81.49
8/30/2010,82.52
8/27/2010,79
8/26/2010,82.95
8/25/2010,82.64
8/24/2010,85.7
8/23/2010,87.66
8/20/2010,89.34
8/19/2010,91.96
8/18/2010,91.3
8/17/2010,93.25
8/16/2010,98.73
8/13/2010,99.54
8/12/2010,99.75
8/11/2010,102.65
8/10/2010,90.35
8/9/2010,87.86
8/6/2010,87.44
8/5/2010,86.52
8/4/2010,85.05
8/3/2010,85.04
8/2/2010,85.02
7/30/2010,89.55
7/29/2010,90.62
7/28/2010,90.71
7/27/2010,90.14
7/26/2010,88.55
7/23/2010,89.9
7/22/2010,93.2
7/21/2010,97.02
7/20/2010,98.89
7/19/2010,102.58
7/16/2010,101.57
7/15/2010,97.75
7/14/2010,96.13
7/13/2010,90.8
7/12/2010,91.75
7/9/2010,88.58
7/8/2010,89.85
7/7/2010,92.14
7/6/2010,97.58
7/2/2010,97.19
7/1/2010,100.69
6/30/2010,105.16
6/29/2010,104
6/28/2010,99.01
6/25/2010,97.51
6/24/2010,103.69
6/23/2010,98.93
6/22/2010,101.65
6/21/2010,96.01
6/18/2010,92.36
6/17/2010,89.65
6/16/2010,93.67
6/15/2010,99
6/14/2010,99.92
6/11/2010,103.69
6/10/2010,108.61
6/9/2010,111.77
6/8/2010,101.79
6/7/2010,102.76
6/4/2010,103.31
6/3/2010,95.61
6/2/2010,98.02
6/1/2010,109.92
5/28/2010,110.13
5/27/2010,107.64
5/26/2010,115.68
5/25/2010,119.36
5/24/2010,123.87
5/21/2010,130.67
5/20/2010,145.12
5/19/2010,128.44
5/18/2010,135.82
5/17/2010,120.97
5/14/2010,128.34
5/13/2010,123.17
5/12/2010,116.53
5/11/2010,113.95
5/10/2010,110.96
5/7/2010,135.38
5/6/2010,125.36
5/5/2010,105.59
5/4/2010,101.88
5/3/2010,95.68
4/30/2010,101.41
4/29/2010,92.44
4/28/2010,101.7
4/27/2010,103.23
4/26/2010,87.53
4/23/2010,88.14
4/22/2010,85.76
4/21/2010,83.89
4/20/2010,79.65
4/19/2010,81.72
4/16/2010,86.29
4/15/2010,83.1
4/14/2010,83.31
4/13/2010,79.97
4/12/2010,80.06
4/9/2010,78.24
4/8/2010,77.06
4/7/2010,78.16
4/6/2010,76.82
4/5/2010,76.97
4/1/2010,78.29
3/31/2010,77.49
3/30/2010,76.91
3/29/2010,78.75
3/26/2010,81.56
3/25/2010,83.82
3/24/2010,80.68
3/23/2010,78.31
3/22/2010,77.75
3/19/2010,76.68
3/18/2010,76.46
3/17/2010,73.16
3/16/2010,76.41
3/15/2010,75.22
3/12/2010,73.74
3/11/2010,76.16
3/10/2010,76.2
3/9/2010,71.49
3/8/2010,70.9
3/5/2010,71.06
3/4/2010,70.51
3/3/2010,72.61
3/2/2010,73.43
3/1/2010,73.24
2/26/2010,73.13
2/25/2010,75.3
2/24/2010,75.93
2/23/2010,77.82
2/22/2010,75.44
2/19/2010,77.97
2/18/2010,79.2
2/17/2010,80.29
2/16/2010,81.77
2/12/2010,88.16
2/11/2010,89.59
2/10/2010,92.18
2/9/2010,88.8
2/8/2010,90.01
2/5/2010,88.22
2/4/2010,91.42
2/3/2010,80.55
2/2/2010,80.98
2/1/2010,83.73
1/29/2010,89
1/28/2010,87.91
1/27/2010,85.86
1/26/2010,90.04
1/25/2010,90.58
1/22/2010,100.06
1/21/2010,88.82
1/20/2010,80.36
1/19/2010,73.5
1/15/2010,74.27
1/14/2010,74.52
1/13/2010,75.53
1/12/2010,70.42
1/11/2010,64.87
1/8/2010,65.71
1/7/2010,67.15
1/6/2010,67.65
1/5/2010,70.36
1/4/2010,73.3
12/31/2009,74.99
12/30/2009,70.36
12/29/2009,69.1
12/28/2009,69.89
12/24/2009,68.81
12/23/2009,69.81
12/22/2009,71.45
12/21/2009,79.62
12/18/2009,81.75
12/17/2009,83.56
12/16/2009,82.05
12/15/2009,80.99
12/14/2009,81.64
12/11/2009,82.87
12/10/2009,84.56
12/9/2009,84.93
12/8/2009,79.57
12/7/2009,77.75
12/4/2009,77.18
12/3/2009,78.52
12/2/2009,78.26
12/1/2009,80.74
11/30/2009,81.58
11/27/2009,83.24
11/25/2009,73.91
11/24/2009,75.05
11/23/2009,75.84
11/20/2009,75.56
11/19/2009,79.27
11/18/2009,79.15
11/17/2009,83.97
11/16/2009,83.31
11/13/2009,80.28
11/12/2009,80.77
11/11/2009,73.05
11/10/2009,68.49
11/9/2009,68.83
11/6/2009,73.72
11/5/2009,79.1
11/4/2009,85.97
11/3/2009,90.16
11/2/2009,91.98
10/30/2009,89.9
10/29/2009,78.1
10/28/2009,85.43
10/27/2009,80.41
10/26/2009,82.28
10/23/2009,79.88
10/22/2009,77.6
10/21/2009,78.16
10/20/2009,68.63
10/19/2009,67.76
10/16/2009,69.85
10/15/2009,67.07
10/14/2009,68.84
10/13/2009,64.97
10/12/2009,64.97
10/9/2009,65.54
10/8/2009,68.1
10/7/2009,71.01
10/6/2009,71.5
10/5/2009,73.56
10/2/2009,76.13
10/1/2009,76.25
9/30/2009,71.32
9/29/2009,68.99
9/28/2009,70.54
9/25/2009,71.74
9/24/2009,70.78
9/23/2009,68.18
9/22/2009,68.26
9/21/2009,71
9/18/2009,70.39
9/17/2009,69.36
9/16/2009,71.7
9/15/2009,72.25
9/14/2009,71.14
9/11/2009,72.36
9/10/2009,71.39
9/9/2009,76.17
9/8/2009,75.69
9/4/2009,77.51
9/3/2009,75.48
9/2/2009,77.07
9/1/2009,81
8/31/2009,77.12
8/28/2009,74.41
8/27/2009,75.59
8/26/2009,77.97
8/25/2009,77.76
8/24/2009,78.47
8/21/2009,76.55
8/20/2009,76.7
8/19/2009,76.32
8/18/2009,81.11
8/17/2009,84.22
8/14/2009,80.45
8/13/2009,79.96
8/12/2009,81.28
8/11/2009,75.6
8/10/2009,72.59
8/7/2009,71.53
8/6/2009,73.17
8/5/2009,70.13
8/4/2009,71.05
8/3/2009,72.79
7/31/2009,73.47
7/30/2009,73.88
7/29/2009,77.1
7/28/2009,76.68
7/27/2009,74.35
7/24/2009,73.01
7/23/2009,72.8
7/22/2009,75.3
7/21/2009,80.45
7/20/2009,80.98
7/17/2009,82.49
7/16/2009,83.64
7/15/2009,85.64
7/14/2009,81.52
7/13/2009,80.58
7/10/2009,81.42
7/9/2009,82.88
7/8/2009,86.17
7/7/2009,85.63
7/6/2009,83.2
7/2/2009,81.32
7/1/2009,79.68
6/30/2009,79.6
6/29/2009,79.69
6/26/2009,77.6
6/25/2009,82.57
6/24/2009,83.96
6/23/2009,85.64
6/22/2009,86.1
6/19/2009,84.15
6/18/2009,83.87
6/17/2009,86.49
6/16/2009,88.49
6/15/2009,85.05
6/12/2009,85.43
6/11/2009,85.22
6/10/2009,86.92
6/9/2009,81.64
6/8/2009,82.69
6/5/2009,82.11
6/4/2009,81.26
6/3/2009,84.89
6/2/2009,83.82
6/1/2009,84.23
5/29/2009,83.91
5/28/2009,88.19
5/27/2009,90.86
5/26/2009,91.23
5/22/2009,87.28
5/21/2009,84.69
5/20/2009,77.45
5/19/2009,74.4
5/18/2009,76.41
5/15/2009,80.29
5/14/2009,79.38
5/13/2009,81.87
5/12/2009,77.53
5/11/2009,76.86
5/8/2009,74.66
5/7/2009,72.79
5/6/2009,71.15
5/5/2009,70.77
5/4/2009,70.36
5/1/2009,69.82
4/30/2009,71.42
4/29/2009,72.12
4/28/2009,74.22
4/27/2009,74.16
4/24/2009,72.04
4/23/2009,72.81
4/22/2009,75.52
4/21/2009,75.48
4/20/2009,75.48
4/17/2009,68.92
4/16/2009,69.72
4/15/2009,64.95
4/14/2009,65.79
4/13/2009,67.51
4/9/2009,65.22
4/8/2009,68.72
4/7/2009,66.39
4/6/2009,68.26
4/3/2009,67.86
4/2/2009,69.61
4/1/2009,70.39
3/31/2009,72.71
3/30/2009,74.68
3/27/2009,71.68
3/26/2009,70.97
3/25/2009,71.76
3/24/2009,70.16
3/23/2009,71.39
3/20/2009,73.11
3/19/2009,73.56
3/18/2009,74.8
3/17/2009,75.21
3/16/2009,80.07
3/13/2009,78.13
3/12/2009,81.81
3/11/2009,85.35
3/10/2009,85.36
3/9/2009,90.09
3/6/2009,88.26
3/5/2009,89.88
3/4/2009,85.6
3/3/2009,90.75
3/2/2009,93.86
2/27/2009,91.08
2/26/2009,89.37
2/25/2009,88.93
2/24/2009,89.13
2/23/2009,93.02
2/20/2009,90.66
2/19/2009,88.27
2/18/2009,89.11
2/17/2009,95.07
2/13/2009,91.93
2/12/2009,91.04
2/11/2009,94.67
2/10/2009,95.98
2/9/2009,94.38
2/6/2009,94.01
2/5/2009,92.26
2/4/2009,91.57
2/3/2009,92.25
2/2/2009,96.48
1/30/2009,98.72
1/29/2009,98.98
1/28/2009,98.22
1/27/2009,95.48
1/26/2009,96.17
1/23/2009,95.7
1/22/2009,98.87
1/21/2009,100.81
1/20/2009,104.02
1/16/2009,98.79
1/15/2009,96.44
1/14/2009,99.88
1/13/2009,92.5
1/12/2009,93.26
1/9/2009,91.52
1/8/2009,93.14
1/7/2009,93.99
1/6/2009,90.33
1/5/2009,90.89
1/2/2009,84.41
12/31/2008,85.6
12/30/2008,80.89
12/29/2008,83.96
12/26/2008,83.74
12/24/2008,85.1
12/23/2008,86.39
12/22/2008,87.04
12/19/2008,87.69
12/18/2008,81.26
12/17/2008,75.17
12/16/2008,79.99
12/15/2008,82.03
12/12/2008,86.27
12/11/2008,88.68
12/10/2008,86.46
12/9/2008,80.75
12/8/2008,82.1
12/5/2008,82.9
12/4/2008,83.94
12/3/2008,84.72
12/2/2008,87.08
12/1/2008,90.49
11/28/2008,88.41
11/26/2008,89.32
11/25/2008,90.28
11/24/2008,92.31
11/21/2008,99.48
11/20/2008,106.71
11/19/2008,102.48
11/18/2008,106.9
11/17/2008,115.1
11/14/2008,118.34
11/13/2008,117.12
11/12/2008,123.26
11/11/2008,114.11
11/10/2008,116.53
11/7/2008,116.37
11/6/2008,125
11/5/2008,117.03
11/4/2008,116.29
11/3/2008,116.19
10/31/2008,116.94
10/30/2008,121.52
10/29/2008,124.73
10/28/2008,127.46
10/27/2008,134.87
10/24/2008,128.09
10/23/2008,121.61
10/22/2008,123.31
10/21/2008,114.28
10/20/2008,115.98
10/17/2008,117.45
10/16/2008,119.48
10/15/2008,114.93
10/14/2008,105.64
10/13/2008,110.07
10/10/2008,116
10/9/2008,108.05
10/8/2008,104.99
10/7/2008,106.47
10/6/2008,104.82
10/3/2008,94.68
10/2/2008,95.29
10/1/2008,89.76
9/30/2008,92.23
9/29/2008,99.86
9/26/2008,87.81
9/25/2008,82.96
9/24/2008,86.66
9/23/2008,84.77
9/22/2008,83.92
9/19/2008,79.37
9/18/2008,89.33
9/17/2008,93.04
9/16/2008,74.38
9/15/2008,79.37
9/12/2008,70.26
9/11/2008,71.03
9/10/2008,70.63
9/9/2008,70.68
9/8/2008,67.94
9/5/2008,70.39
9/4/2008,72.38
9/3/2008,69.93
9/2/2008,69.65
8/29/2008,68.07
8/28/2008,68.05
8/27/2008,72
8/26/2008,73.14
8/25/2008,77.03
8/22/2008,73.56
8/21/2008,73.75
8/20/2008,73.42
8/19/2008,77.5
8/18/2008,72.85
8/15/2008,74.1
8/14/2008,74.37
8/13/2008,79.41
8/12/2008,72.4
8/11/2008,75.59
8/8/2008,73.05
8/7/2008,73.11
8/6/2008,71.6
8/5/2008,70.28
8/4/2008,73.17
8/1/2008,72.73
7/31/2008,72.95
7/30/2008,67.21
7/29/2008,71.03
7/28/2008,74.9
7/25/2008,73.7
7/24/2008,74.9
7/23/2008,67.25
7/22/2008,68.39
7/21/2008,71.6
7/18/2008,70.29
7/17/2008,72.46
7/16/2008,73.22
7/15/2008,73.07
7/14/2008,78.83
7/11/2008,77.18
7/10/2008,79.94
7/9/2008,81.69
7/8/2008,76.03
7/7/2008,75.43
7/3/2008,76.44
7/2/2008,79.19
7/1/2008,79.44
6/30/2008,79.66
6/27/2008,79.54
6/26/2008,79.87
6/25/2008,76.01
6/24/2008,77.41
6/23/2008,78.37
6/20/2008,78.35
6/19/2008,77.91
6/18/2008,81.56
6/17/2008,80.89
6/16/2008,84.17
6/13/2008,86.91
6/12/2008,92.41
6/11/2008,93.87
6/10/2008,91.98
6/9/2008,92.23
6/6/2008,88.78
6/5/2008,79.35
6/4/2008,81.04
6/3/2008,79.72
6/2/2008,78.6
5/30/2008,73.46
5/29/2008,74.2
5/28/2008,77.7
5/27/2008,79.35
5/23/2008,79.63
5/22/2008,83.62
5/21/2008,80.12
5/20/2008,79.8
5/19/2008,76.63
5/16/2008,75.77
5/15/2008,71.16
5/14/2008,71.18
5/13/2008,68.62
5/12/2008,72
5/9/2008,73.79
5/8/2008,73.45
5/7/2008,72.82
5/6/2008,69.04
5/5/2008,70.1
5/2/2008,63.68
5/1/2008,63.06
4/30/2008,64.69
4/29/2008,65.42
4/28/2008,66.48
4/25/2008,65.99
4/24/2008,62.75
4/23/2008,59.74
4/22/2008,62.84
4/21/2008,63.43
4/18/2008,62.09
4/17/2008,65.09
4/16/2008,66.36
4/15/2008,68.15
4/14/2008,72.39
4/11/2008,74.74
4/10/2008,75.47
4/9/2008,75.24
4/8/2008,67.3
4/7/2008,67.4
4/4/2008,64.56
4/3/2008,66.11
4/2/2008,67.61
4/1/2008,66.96
3/31/2008,67.64
3/28/2008,68.79
3/27/2008,69
3/26/2008,69.56
3/25/2008,68.65
3/24/2008,68.82
3/20/2008,66.97
3/19/2008,70.5
3/18/2008,72.97
3/17/2008,80.71
3/14/2008,80.99
3/13/2008,75.56
3/12/2008,73.94
3/11/2008,73.76
3/10/2008,77.45
3/7/2008,76.02
3/6/2008,74.53
3/5/2008,68.51
3/4/2008,69.95
3/3/2008,71.02
2/29/2008,69.81
2/28/2008,66.61
2/27/2008,67.56
2/26/2008,68.59
2/25/2008,68.92
2/22/2008,65.47
2/21/2008,69.65
2/20/2008,71.29
2/19/2008,69.6
2/15/2008,74.72
2/14/2008,69.23
2/13/2008,71.44
2/12/2008,72.52
2/11/2008,71.41
2/8/2008,72.6
2/7/2008,72
2/6/2008,74.63
2/5/2008,75.06
2/4/2008,73.9
2/1/2008,73.94
1/31/2008,75.21
1/30/2008,76.41
1/29/2008,77.46
1/28/2008,76.43
1/25/2008,79
1/24/2008,81.31
1/23/2008,82.68
1/22/2008,86.58
1/18/2008,77.24
1/17/2008,84.99
1/16/2008,80.51
1/15/2008,81.13
1/14/2008,86.96
1/11/2008,84.66
1/10/2008,84.98
1/9/2008,89.37
1/8/2008,79.59
1/7/2008,79.51
1/4/2008,81.46
1/3/2008,79.33
1/2/2008,80.58
12/31/2007,82.19
12/28/2007,84.03
12/27/2007,84.36
12/26/2007,80.79
12/24/2007,79.85
12/21/2007,82.87
12/20/2007,79.44
12/19/2007,83.47
12/18/2007,80.83
12/17/2007,85.38
12/14/2007,85.82
12/13/2007,88.19
12/12/2007,89.41
12/11/2007,82.58
12/10/2007,81.5
12/7/2007,82.47
12/6/2007,81.51
12/5/2007,83.08
12/4/2007,86.85
12/3/2007,87.45
11/30/2007,88.88
11/29/2007,91.08
11/28/2007,91.62
11/27/2007,90.7
11/26/2007,91.55
11/23/2007,89.62
11/21/2007,94.49
11/20/2007,91.34
11/19/2007,91.13
11/16/2007,92.8
11/15/2007,92.96
11/14/2007,94.39
11/13/2007,92.58
11/12/2007,98.09
11/9/2007,97.86
11/8/2007,97.36
11/7/2007,98.17
11/6/2007,92.7
11/5/2007,97.29
11/2/2007,97.46
11/1/2007,97.53
10/31/2007,93.62
10/30/2007,100.37
10/29/2007,95.01
10/26/2007,95.36
10/25/2007,90.82
10/24/2007,89.14
10/23/2007,86.42
10/22/2007,88.17
10/19/2007,91.56
10/18/2007,83.37
10/17/2007,89.48
10/16/2007,91.47
10/15/2007,86.18
10/12/2007,90.63
10/11/2007,95.78
10/10/2007,87.46
10/9/2007,79.93
10/8/2007,84.96
10/5/2007,83.91
10/4/2007,89.38
10/3/2007,87.65
10/2/2007,88.74
10/1/2007,84.48
9/28/2007,87.13
9/27/2007,87.57
9/26/2007,89.49
9/25/2007,94.33
9/24/2007,94.27
9/21/2007,98.14
9/20/2007,97.38
9/19/2007,97.7
9/18/2007,92.33
9/17/2007,102.22
9/14/2007,104.39
9/13/2007,104.63
9/12/2007,106.95
9/11/2007,103.75
9/10/2007,107.07
9/7/2007,108.22
9/6/2007,106.6
9/5/2007,107.91
9/4/2007,104.87
8/31/2007,109.27
8/30/2007,112.66
8/29/2007,113.22
8/28/2007,119.79
8/27/2007,115.24
8/24/2007,111.95
8/23/2007,117.42
8/22/2007,117.47
8/21/2007,122.6
8/20/2007,125.04
8/17/2007,133.87
8/16/2007,142.99
8/15/2007,121.67
8/14/2007,114.96
8/13/2007,108.57
8/10/2007,108.91
8/9/2007,99.87
8/8/2007,82.52
8/7/2007,85.96
8/6/2007,95.22
8/3/2007,104.05
8/2/2007,100.8
8/1/2007,108.86
7/31/2007,104.08
7/30/2007,97.45
7/27/2007,97.23
7/26/2007,87.38
7/25/2007,75.31
7/24/2007,79.32
7/23/2007,74.56
7/20/2007,73.76
7/19/2007,72.02
